SKU,ON_HAND_QTY,QTY_COMMITTED,QTY_BACKORDERED,UNFULFILLED_QTY,AVAILABLE_ON_HAND_QTY,CURRENT_INVENTORY_POSITION
00004556-002-KI-M-004-B1,0,0,1,1,0,-1
00004556-003-TW-W-004-B3,0,0,0,0,0,0
00004556-003-CK-M-004-B1,0,0,0,0,0,0
00004556-003-CK-M-002-B2,0,0,0,0,0,0
00004556-006-KI-S-007-B2,0,0,0,0,0,0
00004556-003-TW-M-007-B3,0,0,0,0,0,0
R120009-04,0,0,0,0,0,0
00004556-006-CK-S-004-B2,0,0,1,1,0,-1
00004556-002-KI-W-003-B2,0,0,0,0,0,0
00004556-001-FL-W-007-B2,0,0,0,0,0,0
01027841-013-U-W-001,0,0,0,0,0,0
P20001-45,0,0,0,0,0,0
R88001-05,0,0,0,0,0,0
P84022-02-C,0,0,0,0,0,0
F97018-01,0,0,0,0,0,0
D84004-01-Q3,0,0,0,0,0,0
R14001-02-3,0,0,0,0,0,0
T58035-01,0,0,0,0,0,0
S83006-01,0,0,0,0,0,0
B86101-24,0,0,0,0,0,0
D121007-04,0,0,0,0,0,0
B121022-02,0,0,0,0,0,0
B86021-06,0,0,0,0,0,0
A65058-01,0,0,0,0,0,0
R133003-04,0,0,0,0,0,0
P141001-02-C,0,0,0,0,0,0
P141004-02-C,0,0,0,0,0,0
B86021-27,0,0,0,0,0,0
R88033-01,0,0,0,0,0,0
0118316-006-U-S-007,0,0,0,0,0,0
D84009-02-Q6,0,0,0,0,0,0
P97002-01-C,0,0,0,0,0,0
B86009-22,0,0,0,0,0,0
F97019-02-F,0,0,0,0,0,0
A65065-01,0,0,0,0,0,0
R88009-02,0,0,0,0,0,0
0118316-006-U-S-006,0,0,0,0,0,0
D121011-02,0,0,0,0,0,0
B86101-05,0,0,0,0,0,0
B112003-01,0,0,0,0,0,0
A65068-01,0,0,0,0,0,0
A65017-01,0,0,0,0,0,0
P84032-01-C,0,0,0,0,0,0
B86018-20,0,0,0,0,0,0
R93023-03,0,0,0,0,0,0
T67001-01,0,0,0,0,0,0
D140005-03,0,0,0,0,0,0
P84037-04-C,0,0,0,0,0,0
P56055-02-C,0,0,0,0,0,0
A65061-01,0,0,0,0,0,0
R120014-06,0,0,0,0,0,0
00004556-002-QU-M-001-B2,0,0,6,6,0,-6
B132003-02,0,0,3,3,0,-3
B86014-02,0,0,12,12,0,-12
B15204-02,1,1,15,16,0,-15
D104002-01,0,0,32,32,0,-32
00004556-002-KI-M-001-B2,0,0,11,11,0,-11
T84009-02,4,4,13,17,0,-13
P56044-03-C,16,0,0,0,16,16
00004556-002-QU-M-001-B1,0,0,6,6,0,-6
B15209-08,0,0,9,9,0,-9
R120040-06,0,0,0,0,0,0
P56072-01-C,20,2,0,2,18,18
P120002-04-C,101,70,0,70,31,31
D120001-01,3,0,0,0,3,3
B86014-30,5,5,12,17,0,-12
B15202-07,0,0,4,4,0,-4
B15206-03,0,0,10,10,0,-10
B84003-01,14,0,0,0,14,14
SWA-CRY-005,73,15,0,15,58,58
B86008-29,4,4,4,8,0,-4
B86017-07,2,0,0,0,2,2
B121014-04,5,5,2,7,0,-2
P84010-03-C,1,1,3,4,0,-3
B86019-04,0,0,3,3,0,-3
B83001-07,15,1,0,1,14,14
D143012-03,0,0,17,17,0,-17
D120001-03,7,7,0,7,0,0
B86009-10,11,11,0,11,0,0
00004556-003-KI-W-001-B1,0,0,2,2,0,-2
B86012-02,1,1,4,5,0,-4
B86015-04,3,3,14,17,0,-14
B86018-07,2,2,3,5,0,-3
B86017-10,12,0,0,0,12,12
P84067-01-C,15,1,0,1,14,14
C11002-01,23,23,1,24,0,-1
B131002-02,5,0,0,0,5,5
B121001-04,9,0,0,0,9,9
P84072-02-C,32,3,0,3,29,29
B120008-01,0,0,14,14,0,-14
B86011-27,13,0,0,0,13,13
T56007-01,15,0,0,0,15,15
D143008-03,10,10,26,36,0,-26
B86026-01,86,5,0,5,81,81
R93016-10,10,5,0,5,5,5
B66002-02,10,1,0,1,9,9
F97011-01,0,0,0,0,0,0
F184006-03,32,29,0,29,3,3
B86007-27,3,3,11,14,0,-11
B132002-04,0,0,2,2,0,-2
B86002-26,3,3,32,35,0,-32
R93043-01,4,0,0,0,4,4
C97007-01,2,2,0,2,0,0
B120007-02,0,0,41,41,0,-41
C97005-01,7,0,0,0,7,7
B117001-35,45,3,0,3,42,42
C97004-01,15,4,0,4,11,11
B15208-08,0,0,7,7,0,-7
P120003-01-C,44,38,0,38,6,6
B86007-04,7,7,10,17,0,-10
D126001-07,3,3,0,3,0,0
B86015-27,5,5,3,8,0,-3
D110002-01,1,1,10,11,0,-10
B86002-01,5,5,2,7,0,-2
T84011-02,53,1,0,1,52,52
P15001-02-C,0,0,0,0,0,0
B86009-01,0,0,8,8,0,-8
B86016-07,3,1,0,1,2,2
P56035-02-C,21,19,0,19,2,2
B86019-26,0,0,3,3,0,-3
B86009-02,2,2,6,8,0,-6
B15204-04,1,1,18,19,0,-18
B86011-32,2,1,0,1,1,1
00004556-006-FL-S-001-B3,0,0,0,0,0,0
B120003-01,0,0,12,12,0,-12
B86013-07,4,2,0,2,2,2
P126007-01-C,1,0,0,0,1,1
SWA-JB-001,303,38,0,38,265,265
F97010-02,5,0,0,0,5,5
R93014-05,3,0,0,0,3,3
B66004-01,7,7,0,7,0,0
D74004-01,0,0,15,15,0,-15
B86002-10,2,2,30,32,0,-30
B132003-01,0,0,2,2,0,-2
F184006-01,29,29,0,29,0,0
P56062-01-C,9,9,0,9,0,0
B86002-04,1,1,10,11,0,-10
P84011-01-C,20,11,0,11,9,9
B15207-01,0,0,7,7,0,-7
00004556-002-QU-M-001-B3,0,0,6,6,0,-6
00004556-002-KI-M-001-B3,0,0,11,11,0,-11
P120010-07-C,19,19,18,37,0,-18
P120012-01-C,9,9,16,25,0,-16
P84059-01-C,0,0,26,26,0,-26
B86018-05,5,5,23,28,0,-23
B121017-04,1,1,0,1,0,0
B15208-01,3,0,0,0,3,3
C79005-01,36,1,0,1,35,35
B86008-19,1,1,17,18,0,-17
B86009-30,14,14,1,15,0,-1
SWA-CRY-001,136,39,0,39,97,97
SWA-REG-0001,103,25,0,25,78,78
B86017-05,1,1,3,4,0,-3
B121017-03,5,1,0,1,4,4
D73008-02,3,3,0,3,0,0
B86014-33,0,0,0,0,0,0
00004556-001-KI-W-001-B2,0,0,4,4,0,-4
B86016-27,2,2,0,2,0,0
P84020-05-C,0,0,31,31,0,-31
B86013-09,3,3,11,14,0,-11
B86019-19,0,0,4,4,0,-4
B86012-07,9,6,0,6,3,3
T58051-01,15,4,0,4,11,11
D129002-02,5,5,14,19,0,-14
D115006-01,1,1,0,1,0,0
B86007-10,2,2,21,23,0,-21
B86007-26,24,24,0,24,0,0
R54014-01,3,0,0,0,3,3
D143009-03,1,1,25,26,0,-25
B86015-31,0,0,8,8,0,-8
R141011-01,4,3,0,3,1,1
D121017-01,51,8,0,8,43,43
B86002-16,7,7,55,62,0,-55
B144003-01,50,0,0,0,50,50
00004556-002-KI-M-001-B1,0,0,11,11,0,-11
B86008-10,6,6,17,23,0,-17
B132003-03,0,0,7,7,0,-7
B120003-02,0,0,17,17,0,-17
B86007-16,19,19,0,19,0,0
D120007-01,25,0,0,0,25,25
B86019-29,30,0,0,0,30,30
B15219-02,0,0,34,34,0,-34
T56004-01,64,2,0,2,62,62
T58026-02,15,1,0,1,14,14
F137001-03,3,3,0,3,0,0
P56017-03-C,31,12,0,12,19,19
P126013-01-C,4,1,0,1,3,3
B86014-19,8,8,4,12,0,-4
B86014-09,3,3,3,6,0,-3
00004556-003-QU-M-005-B2,0,0,1,1,0,-1
B86002-29,4,4,31,35,0,-31
SWA-CRY-006,37,7,0,7,30,30
R00002-11,1,1,0,1,0,0
B86009-04,0,0,14,14,0,-14
B86018-30,1,1,6,7,0,-6
00004556-003-KI-W-001-B3,0,0,2,2,0,-2
00004556-003-QU-M-005-B3,0,0,1,1,0,-1
B86012-08,1,1,47,48,0,-47
B86015-30,5,5,18,23,0,-18
B86015-10,19,0,0,0,19,19
B86010-19,9,7,0,7,2,2
P84046-01-C,2,2,6,8,0,-6
B86018-08,0,0,12,12,0,-12
SWA-JB-005,448,39,0,39,409,409
D119015-02,18,1,0,1,17,17
B86011-08,1,1,14,15,0,-14
TP13010-01-Q6,24,0,0,0,24,24
D143007-03,0,0,38,38,0,-38
B86014-16,3,3,6,9,0,-6
R161016-08,4,1,0,1,3,3
B86010-06,1,1,6,7,0,-6
P126014-01-C,3,3,8,11,0,-8
B86008-06,9,8,0,8,1,1
P120002-01-C,59,59,13,72,0,-13
B86010-05,3,3,2,5,0,-2
D126010-01,3,3,0,3,0,0
P120002-06-C,26,26,5,31,0,-5
B86018-16,1,1,8,9,0,-8
B15204-03,1,1,12,13,0,-12
B121018-02,19,2,0,2,17,17
R141027-01,2,0,0,0,2,2
D121015-04,54,10,0,10,44,44
P120001-05-C,57,11,0,11,46,46
S104001-02,6,2,0,2,4,4
00004556-001-KI-W-001-B1,0,0,4,4,0,-4
P120008-04-C,65,6,0,6,59,59
R171017-08,1,1,1,2,0,-1
B86007-30,9,9,23,32,0,-23
00004556-003-QU-M-005-B1,0,0,1,1,0,-1
B15219-01,1,1,22,23,0,-22
B86016-05,1,0,0,0,1,1
00004556-001-KI-W-001-B3,0,0,4,4,0,-4
D84016-01,256,1,0,1,255,255
00004556-009-QU-S-007-B3,0,0,0,0,0,0
B86019-09,0,0,7,7,0,-7
R171017-03,0,0,2,2,0,-2
D143001-01,181,3,0,3,178,178
P120002-02-C,36,36,15,51,0,-15
B86011-01,4,4,2,6,0,-2
D74004-02,1,1,6,7,0,-6
B86011-07,0,0,9,9,0,-9
B86039-02,60,6,0,6,54,54
B86012-10,8,5,0,5,3,3
B86024-03,16,2,0,2,14,14
B132002-02,0,0,12,12,0,-12
P84055-04-C,2,2,7,9,0,-7
B144003-03,40,0,0,0,40,40
D84022-01,37,0,0,0,37,37
B86038-03,44,2,0,2,42,42
C97003-01,1,1,5,6,0,-5
R141018-08,5,2,0,2,3,3
B15215-01,0,0,4,4,0,-4
B132002-03,0,0,6,6,0,-6
B86012-26,1,1,66,67,0,-66
B86003-05,40,40,5,45,0,-5
00004556-002-KI-W-001-B3,0,0,4,4,0,-4
R141017-08,1,0,0,0,1,1
B86013-01,2,2,2,4,0,-2
C11001-01,19,4,0,4,15,15
B15204-08,0,0,24,24,0,-24
B121015-01,13,1,0,1,12,12
B86003-07,2,2,4,6,0,-4
R171017-07,7,6,0,6,1,1
B86002-02,7,7,11,18,0,-11
SWA-CRY-002,502,39,0,39,463,463
B86009-19,1,1,0,1,0,0
B86018-06,0,0,5,5,0,-5
B86010-32,5,5,1,6,0,-1
R141028-06,6,0,0,0,6,6
P84018-04-C,3,3,4,7,0,-4
P56049-01-C,42,16,0,16,26,26
B86015-16,4,4,8,12,0,-8
P68006-01-C,25,3,0,3,22,22
B84002-01,237,2,0,2,235,235
B86018-10,2,2,13,15,0,-13
D143005-01,0,0,59,59,0,-59
B120007-01,0,0,36,36,0,-36
B15206-01,2,2,19,21,0,-19
D140025-01,3,3,0,3,0,0
D119001-02,0,0,0,0,0,0
00004556-002-KI-W-001-B1,0,0,4,4,0,-4
B84004-03,0,0,15,15,0,-15
F97014-01,1,1,0,1,0,0
B86022-32,0,0,11,11,0,-11
B86041-01,81,7,0,7,74,74
B86015-09,2,2,11,13,0,-11
B120004-02,0,0,32,32,0,-32
B86012-05,8,8,29,37,0,-29
B132003-04,0,0,3,3,0,-3
C97005-02,8,2,0,2,6,6
B132002-01,0,0,5,5,0,-5
B121020-02,68,0,0,0,68,68
SWA-CRY-011,306,38,0,38,268,268
T84010-02,32,0,0,0,32,32
R141029-06,0,0,0,0,0,0
B121014-05,5,5,2,7,0,-2
B86008-30,23,23,28,51,0,-28
F97011-03,5,0,0,0,5,5
P84075-01-C,14,14,0,14,0,0
B86019-01,0,0,14,14,0,-14
B86012-19,1,1,17,18,0,-17
D129003-02,8,0,0,0,8,8
B86013-29,5,5,5,10,0,-5
B86014-05,22,8,0,8,14,14
F147004-01,23,23,0,23,0,0
P56047-01-C,32,0,0,0,32,32
B86010-29,3,3,0,3,0,0
D154004-01,3,0,0,0,3,3
B86010-30,7,7,35,42,0,-35
00004556-005-CK-S-002-B2,0,0,0,0,0,0
P84012-03-C,7,3,0,3,4,4
B86012-29,4,4,2,6,0,-2
B86019-33,2,0,0,0,2,2
B86008-27,9,9,21,30,0,-21
B83001-05,13,1,0,1,12,12
B15206-04,1,1,18,19,0,-18
D104001-03,0,0,5,5,0,-5
P56040-01-C,51,19,0,19,32,32
B121004-01,1,0,0,0,1,1
R151015-06,5,5,3,8,0,-3
B86029-03,31,4,0,4,27,27
D123002-03,1,0,0,0,1,1
P120001-06-C,25,18,0,18,7,7
B15206-08,0,0,26,26,0,-26
B15213-05,6,0,0,0,6,6
00004556-002-KI-W-001-B2,0,0,4,4,0,-4
D84021-01,9,0,0,0,9,9
B86010-26,1,1,49,50,0,-49
D120010-01,46,0,0,0,46,46
B86012-01,3,3,0,3,0,0
C11002-02,22,16,0,16,6,6
B86008-05,15,11,0,11,4,4
C11001-02,29,7,0,7,22,22
B86019-10,3,3,9,12,0,-9
B15216-01,0,0,17,17,0,-17
B86015-08,6,6,0,6,0,0
B144004-04,53,1,0,1,52,52
B121021-04,0,0,19,19,0,-19
D154002-01,1,1,0,1,0,0
B86024-02,6,2,0,2,4,4
R151015-07,7,6,0,6,1,1
R141029-01,8,0,0,0,8,8
B86002-32,1,1,4,5,0,-4
D120001-05,6,6,0,6,0,0
R151015-08,5,3,0,3,2,2
B120008-02,0,0,13,13,0,-13
00004556-003-KI-W-001-B2,0,0,2,2,0,-2
D143014-07,1,1,13,14,0,-13
B86013-26,3,3,30,33,0,-30
C83002-01,5,0,0,0,5,5
P56044-01-C,23,12,0,12,11,11
SWA-CRY-010,242,27,0,27,215,215
B86003-32,1,1,0,1,0,0
B86012-04,3,3,7,10,0,-7
R00002-01,5,0,0,0,5,5
C97004-02,2,0,0,0,2,2
D119015-01,14,1,0,1,13,13
R171017-02,0,0,9,9,0,-9
SWA-JB-004,661,39,0,39,622,622
D090010-01,76,0,0,0,76,76
A65094-01,0,0,0,0,0,0
R54021-03,0,0,0,0,0,0
R114002-03,0,0,0,0,0,0
B86007-21,0,0,0,0,0,0
R88034-04,0,0,0,0,0,0
B86010-20,0,0,0,0,0,0
D70003-01,0,0,0,0,0,0
R94001-06,0,0,0,0,0,0
R54023-03,0,0,0,0,0,0
A65012-01,0,0,0,0,0,0
P141006-01-C,0,0,0,0,0,0
R120017-08,0,0,0,0,0,0
R106003-03,0,0,0,0,0,0
P100002-02-C,0,0,0,0,0,0
B86019-21,0,0,0,0,0,0
R93015-03,0,0,0,0,0,0
R93017-04,0,0,0,0,0,0
R93023-04,0,0,0,0,0,0
B86018-23,0,0,0,0,0,0
D70004-01,0,0,0,0,0,0
D115009-01,0,0,0,0,0,0
D126001-01,0,0,0,0,0,0
B86102-13,0,0,0,0,0,0
A65091-01,0,0,0,0,0,0
R126008-02,0,0,0,0,0,0
0118316-007-U-W-007,0,0,0,0,0,0
A65071-01,0,0,0,0,0,0
T84009-01,0,0,0,0,0,0
R61007-04,0,0,0,0,0,0
R84010-02,0,0,0,0,0,0
P84058-02-C,0,0,0,0,0,0
P68013-01-C,0,0,0,0,0,0
B132001-03,0,0,0,0,0,0
R61007-05,0,0,0,0,0,0
R120029-02,0,0,0,0,0,0
P56020-01-C,0,0,0,0,0,0
B86101-10,0,0,0,0,0,0
B86007-24,0,0,0,0,0,0
TP13001-01,0,0,0,0,0,0
A65072-01,0,0,0,0,0,0
R106001-04,0,0,0,0,0,0
PM5003-03,0,0,0,0,0,0
B86008-22,0,0,0,0,0,0
D103001-02,0,0,0,0,0,0
C10001-01-C,0,0,0,0,0,0
B86002-21,0,0,0,0,0,0
P58007-01-C,0,0,0,0,0,0
R120023-02,0,0,0,0,0,0
R84009-03,0,0,0,0,0,0
B121009-01,0,0,0,0,0,0
D74007-02,0,0,0,0,0,0
B86101-22,0,0,0,0,0,0
P81004-02-C,0,0,0,0,0,0
A65000-09,0,0,0,0,0,0
B121006-01,0,0,0,0,0,0
A65000-10,0,0,0,0,0,0
R120017-02,0,0,0,0,0,0
FAB-LIB-0008,0,0,0,0,0,0
A65101-01,0,0,0,0,0,0
A65000-16,0,0,0,0,0,0
B125001-01,0,0,0,0,0,0
R88009-01,0,0,0,0,0,0
R120017-04,0,0,0,0,0,0
0118316-008-U-W-006,0,0,0,0,0,0
R120028-03,0,0,0,0,0,0
PM1001-52,0,0,0,0,0,0
P120015-03-C,0,0,0,0,0,0
P120014-03-C,0,0,0,0,0,0
P120012-03-C,0,0,0,0,0,0
P120013-03-C,0,0,0,0,0,0
R93038-07,1,1,0,1,0,0
R54026-02,0,0,0,0,0,0
D121009-04-Q2,4,0,0,0,4,4
R13001-02-2,0,0,0,0,0,0
B121012-07,0,0,0,0,0,0
B121006-06,0,0,0,0,0,0
B86017-28,0,0,0,0,0,0
B83001-01-B,0,0,0,0,0,0
B121003-06-K,0,0,0,0,0,0
R141020-07,0,0,0,0,0,0
B86006-08-K,0,0,0,0,0,0
R92002-02-K,0,0,0,0,0,0
D101001-01-K,0,0,0,0,0,0
D76001-01-K,0,0,0,0,0,0
R94001-02,0,0,0,0,0,0
T57002-01-K,0,0,0,0,0,0
D127001-02-K,0,0,0,0,0,0
R141021-07,0,0,0,0,0,0
B86001-07-K,0,0,0,0,0,0
B121007-06,0,0,0,0,0,0
B86007-20,0,0,0,0,0,0
D77009-01,0,0,0,0,0,0
SS-R00021,0,0,0,0,0,0
F137004-01,0,0,0,0,0,0
P84004-01,0,0,0,0,0,0
D62011-01-K,79,0,0,0,79,79
B86006-02-K,0,0,0,0,0,0
B86016-03,0,0,0,0,0,0
D84012-02-Q4,0,0,0,0,0,0
SS-S104001-01,0,0,0,0,0,0
T58013-05-GW,0,0,0,0,0,0
TP53009-04-Q2,0,0,0,0,0,0
SS-T57003-02,0,0,0,0,0,0
B86102-03,0,0,0,0,0,0
SS-R120005-04,0,0,0,0,0,0
R120037-05,0,0,0,0,0,0
R120023-05,0,0,0,0,0,0
P122003-01-C,0,0,0,0,0,0
B86020-34,0,0,0,0,0,0
R141025-03,0,0,0,0,0,0
B86005-04-K,0,0,0,0,0,0
D101001-03,0,0,0,0,0,0
R141015-04,0,0,0,0,0,0
R93001-02,0,0,0,0,0,0
D124001-04,0,0,0,0,0,0
B15223-06,0,0,0,0,0,0
B117001-50,0,0,0,0,0,0
SS-R93012-02,0,0,0,0,0,0
TP53007-04-Q4,0,0,0,0,0,0
SS-B100005-02,0,0,0,0,0,0
P56015-01-C,0,0,0,0,0,0
SS-C10001-01,0,0,0,0,0,0
PM0002-GW-2,0,0,0,0,0,0
R93045-08,3,0,0,0,3,3
PM1001-25,75,0,0,0,75,75
B121008-07,0,0,0,0,0,0
D121007-02-Q2,0,0,0,0,0,0
TP53007-03,0,0,0,0,0,0
S83006-04,0,0,0,0,0,0
B86005-10-K,0,0,0,0,0,0
R84004-01,0,0,0,0,0,0
P61003-01,0,0,0,0,0,0
B86013-03,0,0,0,0,0,0
SS-R0006,0,0,0,0,0,0
SS-R00033,0,0,0,0,0,0
T58013-05-T,0,0,0,0,0,0
D12812-01,0,0,0,0,0,0
B86010-03,0,0,0,0,0,0
T139002-02,0,0,0,0,0,0
B86103-04,9,0,0,0,9,9
B121007-01,0,0,0,0,0,0
R120032-07,0,0,0,0,0,0
R120022-06,0,0,0,0,0,0
B86100-13,1,0,0,0,1,1
T12002-09-GW,0,0,0,0,0,0
S82007-01,0,0,0,0,0,0
TP53012-04-K,0,0,0,0,0,0
T112002-02-GW,0,0,0,0,0,0
P63003-02-U,0,0,0,0,0,0
B15217-01,0,0,0,0,0,0
T57003-02,0,0,0,0,0,0
TP53007-02,0,0,0,0,0,0
SS-D83001-01,0,0,0,0,0,0
R92003-02-K,0,0,0,0,0,0
SS-R0014-02,0,0,0,0,0,0
TP53009-04,0,0,0,0,0,0
D124001-01-Q2,0,0,0,0,0,0
B15222-06,0,0,0,0,0,0
D140028-01,0,0,0,0,0,0
B86001-02-K,0,0,0,0,0,0
D101004-03,456,0,0,0,456,456
R141012-02,0,0,0,0,0,0
B121014-06,0,0,0,0,0,0
R84005-01,0,0,0,0,0,0
T58012-02-GW,0,0,0,0,0,0
B86017-03,0,0,0,0,0,0
P84005-01,0,0,0,0,0,0
B86102-15,0,0,0,0,0,0
T81003-01,0,0,0,0,0,0
T58002-01-K-GW,0,0,0,0,0,0
R93009-01,0,0,0,0,0,0
T56001-02,0,0,0,0,0,0
B86101-15,0,0,0,0,0,0
D120003-01,0,0,0,0,0,0
P84007-01,0,0,0,0,0,0
SS-R00028,0,0,0,0,0,0
TP53009-06-Q2,0,0,0,0,0,0
B13401-02,0,0,0,0,0,0
R120024-04,0,0,0,0,0,0
R120050-03,0,0,0,0,0,0
R120050-04,0,0,0,0,0,0
B86101-08,2,0,0,0,2,2
R56001-02,0,0,0,0,0,0
C83007-01,0,0,0,0,0,0
T12002-08-K-GW,0,0,0,0,0,0
C79006-01-ST,0,0,0,0,0,0
SS-R00032,0,0,0,0,0,0
PM0003-GW-2,0,0,0,0,0,0
TP53001-03,0,0,0,0,0,0
B121001-07-K,0,0,0,0,0,0
R141026-08,0,0,0,0,0,0
B86001-03,0,0,0,0,0,0
P56047-02-C,2,0,0,0,2,2
R93001-01,0,0,0,0,0,0
SS-C10026-01,0,0,0,0,0,0
D10000-01,0,0,0,0,0,0
SS-T57002-01,0,0,0,0,0,0
P68002-02,0,0,0,0,0,0
T143001-02,0,0,0,0,0,0
B15217-03,0,0,0,0,0,0
T58013-03-T,0,0,0,0,0,0
B86011-35,0,0,0,0,0,0
SS-D62002-01,0,0,0,0,0,0
T57002-02-K,0,0,0,0,0,0
R54011-03,0,0,0,0,0,0
B86019-28,0,0,0,0,0,0
B86016-02-K,0,0,0,0,0,0
P84001-01,0,0,0,0,0,0
P10012-01-C,0,0,0,0,0,0
T56001-02-K,0,0,0,0,0,0
C63002-01,0,0,0,0,0,0
R141024-05,0,0,0,0,0,0
D124002-03,0,0,0,0,0,0
R93043-08,1,0,0,0,1,1
T84011-01,0,0,0,0,0,0
SS-T62002-01,0,0,0,0,0,0
SS-T57001-01,0,0,0,0,0,0
P56015-02-C,0,0,0,0,0,0
P123001-05-C,0,0,0,0,0,0
PM5003-01-K,1585,0,0,0,1585,1585
F97019-02,0,0,0,0,0,0
R84006-02,0,0,0,0,0,0
B121012-02,0,0,0,0,0,0
R120050-02,0,0,0,0,0,0
R120037-07,0,0,0,0,0,0
R141014-03,0,0,0,0,0,0
D101003-01-K,0,0,0,0,0,0
T58019-02-K,0,0,0,0,0,0
B86102-14,0,0,0,0,0,0
B87009-01,0,0,0,0,0,0
D101003-01,0,0,0,0,0,0
B86013-28,0,0,0,0,0,0
R92002-01-K,0,0,0,0,0,0
TP53010-02,0,0,0,0,0,0
R141024-01,0,0,0,0,0,0
SWA-WD-0005,0,0,0,0,0,0
T58012-01-GW,25,0,0,0,25,25
R141027-08,0,0,0,0,0,0
R141023-08,0,0,0,0,0,0
R93002-03,0,0,0,0,0,0
B86012-03,0,0,0,0,0,0
TP53009-07,0,0,0,0,0,0
S82005-01-Q2,0,0,0,0,0,0
B86009-35,0,0,0,0,0,0
T58017-01-K,0,0,0,0,0,0
SS-R00034,0,0,0,0,0,0
R84003-03,0,0,0,0,0,0
B86100-20,0,0,0,0,0,0
B86011-03-Q2,0,0,0,0,0,0
R93011-04,0,0,0,0,0,0
B86025-35,0,0,0,0,0,0
C83006-02,0,0,0,0,0,0
D12801-01,0,0,0,0,0,0
SSC1001-02,0,0,0,0,0,0
T112004-01-GW,0,0,0,0,0,0
P55001-02,0,0,0,0,0,0
R93011-03,0,0,0,0,0,0
B86011-28,0,0,0,0,0,0
SS-R114004-01,0,0,0,0,0,0
D143014-04,0,0,0,0,0,0
SKU 1,0,0,0,0,0,0
D73004-01-K,0,0,0,0,0,0
F137005-01,0,0,0,0,0,0
TP53001-01-B,0,0,0,0,0,0
SS-R0008,0,0,0,0,0,0
B121002-06-K,0,0,0,0,0,0
P56022-01-C,0,0,0,0,0,0
B86001-17,0,0,0,0,0,0
R120037-08,0,0,0,0,0,0
R120001-06,0,0,0,0,0,0
R141002-08,0,0,0,0,0,0
D124001-03-Q2,0,0,0,0,0,0
B86003-04-K,0,0,0,0,0,0
SS-D83002-02,0,0,0,0,0,0
B86001-28,0,0,0,0,0,0
R141010-08,0,0,0,0,0,0
SSD0005,0,0,0,0,0,0
D127001-01-Q2,0,0,0,0,0,0
D84005-02-Q3,0,0,0,0,0,0
B86016-35,0,0,0,0,0,0
R54001-01,0,0,0,0,0,0
TP53007-05-Q4,0,0,0,0,0,0
T58013-04-GW,0,0,0,0,0,0
D10000-03,0,0,0,0,0,0
PM0001-GW-2,0,0,0,0,0,0
S83006-03-K,0,0,0,0,0,0
B86103-15-K,0,0,0,0,0,0
D124002-02-K,0,0,0,0,0,0
PROD-004,0,0,0,0,0,0
D121014-01-Q2,7,0,0,0,7,7
C10001-01-K,0,0,0,0,0,0
D77003-01,0,0,0,0,0,0
B83002-01-K,0,0,0,0,0,0
TP10005-01-K,0,0,0,0,0,0
B86006-05-K,0,0,0,0,0,0
TP53007-02-Q4,0,0,0,0,0,0
B86002-05-B,0,0,0,0,0,0
R141026-03,0,0,0,0,0,0
B86006-06-K,0,0,0,0,0,0
TP12001-03-Q4,0,0,0,0,0,0
R141012-03,0,0,0,0,0,0
P56002-01,0,0,0,0,0,0
R88012-01,0,0,0,0,0,0
D116001-02-K,0,0,0,0,0,0
P56007-02,0,0,0,0,0,0
B86016-04-K,0,0,0,0,0,0
R93002-01,0,0,0,0,0,0
D62004-02,0,0,0,0,0,0
P100001-02,0,0,0,0,0,0
T13005-01,0,0,0,0,0,0
P15002-03,0,0,0,0,0,0
G10015-01,0,0,0,0,0,0
R120026-05,2,0,0,0,2,2
R120037-04,0,0,0,0,0,0
SS-D97001-01,0,0,0,0,0,0
B86020-03,0,0,0,0,0,0
D84014-01,0,0,0,0,0,0
B80002-01,0,0,0,0,0,0
TP53001-01-Q2,0,0,0,0,0,0
R141028-04,0,0,0,0,0,0
D143015-01,0,0,0,0,0,0
D124001-04-Q2,0,0,0,0,0,0
SSC63002-01,0,0,0,0,0,0
B86001-04-K,0,0,0,0,0,0
R141021-08,0,0,0,0,0,0
S82005-01,0,0,0,0,0,0
P56001-01,0,0,0,0,0,0
TP53007-01-Q2,0,0,0,0,0,0
B121006-07,0,0,0,0,0,0
R141023-03,0,0,0,0,0,0
D12803-01,0,0,0,0,0,0
T57004-02,0,0,0,0,0,0
R88012-03,0,0,0,0,0,0
P97001-01,0,0,0,0,0,0
B121001-06,0,0,0,0,0,0
B86006-01-K,0,0,0,0,0,0
SS-R00038,0,0,0,0,0,0
P56024-02,0,0,0,0,0,0
B80004-01-K,0,0,0,0,0,0
T57001-01,0,0,0,0,0,0
B121010-06,0,0,0,0,0,0
TP53009-05,0,0,0,0,0,0
C83005-02-Q2,0,0,0,0,0,0
R141025-08,0,0,0,0,0,0
D73001-01-K,0,0,0,0,0,0
R141024-08,0,0,0,0,0,0
D107001-01-K,0,0,0,0,0,0
R120050-01,0,0,0,0,0,0
R120010-01,0,0,0,0,0,0
R120037-06,0,0,0,0,0,0
R141009-08,3,0,0,0,3,3
R141023-06,0,0,0,0,0,0
P54008-02,0,0,0,0,0,0
B121011-07-Q2,0,0,0,0,0,0
P56068-01-C,0,0,0,0,0,0
D101002-02-K,0,0,0,0,0,0
B86016-09-K,0,0,0,0,0,0
